id,pdr,ar,cr,mr,energy,hops,dist
1,0.0,0.9983948635634029,0.0,1.0,569.7509539564787,4,869.2879645346379
2,1.0,0.0,0.0,0.0,572.1228641284964,1,34.460473232681494
3,0.1016949152542373,0.8779661016949153,0.16666666666666666,0.0,569.6499015004805,4,506.7005501289381
4,0.0,0.9983525535420099,1.0,0.0,572.4010107604972,3,872.1885701933834
5,0.2513181019332162,0.7434094903339191,0.02054794520547945,0.0,569.5586410084791,3,325.16350609419067
6,0.008403361344537815,0.9915966386554622,0.0,0.0,572.6851519325,2,556.9886376784592
7,0.01675041876046901,0.983249581239531,0.0,0.0,569.7007404244789,3,586.6665529275597
8,0.8152173913043478,0.18322981366459629,0.0019011406844106464,0.0,569.9018797084817,2,198.00682520650912
9,0.19166666666666668,0.8066666666666666,0.008620689655172414,0.0,569.7125634004801,1,291.8182388763177
10,0.8116438356164384,0.18664383561643835,0.002105263157894737,0.0,572.421094740498,1,137.84891976492395
11,0.24793388429752067,0.7388429752066116,0.04430379746835443,0.0,569.69621190048,3,366.2352316016725
12,0.24227642276422764,0.7544715447154472,0.013245033112582781,0.0,584.1083202725764,1,277.6164670023584
13,0.23366013071895425,0.761437908496732,0.02054794520547945,0.0,581.5694159405595,2,338.2857277958615
14,0.13435374149659865,0.8384353741496599,0.1368421052631579,0.031578947368421054,572.1882894844983,3,532.8686993580319
15,0.15562913907284767,0.8245033112582781,0.10377358490566038,0.009433962264150943,572.2158972964974,3,405.484723872641
16,0.017241379310344827,0.9810344827586207,0.0,0.09090909090909091,572.1695645404972,3,663.1825689212876
17,0.010169491525423728,0.988135593220339,0.14285714285714285,0.0,569.6333800204799,4,714.2120125811024
18,0.1962457337883959,0.7662116040955631,0.15328467153284672,0.0,569.6350983724789,4,472.5412515381795
19,0.9964028776978417,0.0,0.0035971223021582736,0.0,569.5034426044793,2,74.34330869326573
